psid,ra,dec,valid,best_M,frequency_20,frequency_10,frequency_5,FAP_20,FAP_10,FAP_5,ps_g,ps_g_err,ps_r,ps_r_err,ps_i,ps_i_err,ps_z,ps_z_err,ps_y,ps_y_err,gaia_id,gaia_G,gaia_BP,gaia_RP,gaia_parallax,gaia_parallax_error,gaia_pmra,gaia_pmra_error,gaia_pmdec,gaia_pmdec_error,gaia_BP_RP,gaia_MG,twomass_id,twomass_j,twomass_j_err,twomass_h,twomass_h_err,twomass_k,twomass_k_err,allwise_id,allwise_w1,allwise_w1_err,allwise_w2,allwise_w2_err,allwise_w3,allwise_w3_err,allwise_w4,allwise_w4_err
147543574834365530,357.48345947265625,32.95410919189453,1.0,20,0.8705885410308838,3.482395887374878,3.482395887374878,8.754308577940684e-05,0.00013353930437021155,0.00012606958827510173,15.2734,0.0071689998999999996,15.1273,0.0057259998,15.1206,0.0074300002,15.1951,0.001532,15.2019,0.0041140001,2.87480571498713e+18,15.090489000000002,15.276776000000002,14.7644615,0.2844939347979165,0.030359887999999998,4.638655078345125,0.037737533,-3.145453413626285,0.023462495,0.5123145000000022,2.360854059949393,23495602+3257149,14.361,,14.118,,14.156,,J234956.02+325714.6,14.172,0.027000000000000003,14.189,0.040999999999999995,12.897,,9.31,
147543592889091347,359.28887939453125,32.95058822631836,1.0,5,0.15462400019168854,0.3091318607330322,0.3091318607330322,0.000644317111406556,0.0004839464389935211,0.0003910294009290549,17.1432,0.006573000000000001,16.273701000000003,0.017201001,15.7857,0.0033140001,15.5924,0.007604000200000001,15.4489,0.0035379999,2.874670887374102e+18,16.182274,16.837223,15.365057,1.3263507398616976,0.04556682,-0.01859868611437868,0.043603755999999994,-6.5786894515659275,0.031658217,1.4721660000000014,6.795565919907993,23570938+3257026,13.663,,13.425,,13.364,,J235709.42+325702.8,12.905,0.023,12.902000000000001,0.027000000000000003,12.27,,8.62,
147550004615552041,0.4615969955921173,32.95954895019531,1.0,5,0.13394491374492645,0.13394491374492645,0.13394491374492645,0.0008509187938678942,0.0006516718052611559,0.0006506472818641473,17.040001,0.0050900001,16.1497,0.0057689999,15.6626,0.0030340001000000003,15.4536,0.0026410001,15.307,0.003797,2.874240772169023e+18,16.104813,16.794044,15.283667000000001,1.2935086499782416,0.047990516,9.805832423821645,0.04326708,2.9084385883655317,0.030497147000000002,1.5103769999999983,6.663659686427319,00015076+3257342,14.28,,13.656,,13.497,,J000150.78+325734.2,13.453,0.025,13.464,0.03,12.504000000000001,,8.567,
147563581551686552,358.1553039550781,32.97174835205078,1.0,5,0.46559059619903564,0.46559059619903564,0.9310650825500488,0.0010540187528977896,0.000716838985787005,0.0006848356447894943,17.251801,0.006608,16.0357,0.0033,14.6657,0.0050610001,14.0699,0.0019729999,13.7862,0.003638,2.8747704275360614e+18,15.362735,16.832397,14.171695000000001,9.479695335997485,0.033389732000000005,32.354814613962816,0.038689892999999996,-8.9100150994263,0.02498962,2.660701999999999,10.246706899759271,23523723+3258183,12.526,,11.93,,11.632,,J235237.25+325818.2,11.534,0.023,11.387,0.021,11.068,0.09699999999999999,8.734,
147570038183826998,3.8185811042785645,32.98038101196289,0.8459869623184204,20,2.333925485610962,2.333925485610962,2.333925485610962,0.0007692119137929776,0.0009176820995390189,0.0008867606632992908,12.868,,12.213,,11.927,,11.769,,11.692,,2.863511875144286e+18,12.010558999999999,12.439863,11.411166999999999,4.881310911386847,0.013502916,18.032038110806237,0.013137777,-15.078566609019434,0.013153069,1.0286960000000018,5.453241352971554,00151643+3258494,10.672,,10.218,,10.121,,J001516.45+325849.3,10.09,0.022000000000000002,10.094,0.019,10.004,0.059000000000000004,9.029,
147570038185667282,3.818598985671997,32.9803581237793,0.8459869623184204,20,2.333925485610962,2.333925485610962,2.333925485610962,0.0007692119137929776,0.0008664030066621864,0.0008312045735474616,12.7912,0.0077089998,11.9131,0.023717999,11.6563,0.0073409998,11.709000000000001,0.018410998999999997,11.6371,0.001008,2.863511875144286e+18,12.010558999999999,12.439863,11.411166999999999,4.881310911386847,0.013502916,18.032038110806237,0.013137777,-15.078566609019434,0.013153069,1.0286960000000018,5.453241352971554,00151643+3258494,10.672,,10.218,,10.121,,J001516.45+325849.3,10.09,0.022000000000000002,10.094,0.019,10.004,0.059000000000000004,9.029,
147570041513224483,4.15130615234375,32.97819900512695,0.9977827072143555,5,7.208724498748779,7.208724498748779,7.208724498748779,0.0002311137464837687,0.00017734019618287356,0.00013675345170083286,16.9534,0.002572,16.4475,0.0054569999,16.3577,0.014388,16.223801,0.0006680000200000001,16.195101,0.010367,2.863591005621313e+18,16.572107,16.976189,15.979814000000001,0.5021457113532131,0.059715427,1.1976726122887045,0.065026164,-4.661989016328102,0.061591327,0.9963750000000005,5.076255789453299,00163632+3258416,15.393,,14.887,,14.952,,J001636.31+325841.5,14.811,0.031,14.932,0.066,12.550999999999998,,9.177,
147580022185371675,2.2185471057891846,32.984214782714844,1.0,5,0.9058987498283386,1.0996187925338745,1.0996187925338745,0.0002801378745255212,0.0002168678302726379,0.00017521535997588877,14.0054,0.017309001,13.439,,12.939,,12.620999999999999,,12.4316,0.002629,2.8741089338530365e+18,13.154584,13.845759,12.348901,0.2942053909139802,0.0155684,-3.923206846603488,0.017198669,-2.2662687724780284,0.008795921,1.4968579999999996,0.4978371316030987,00085245+3259031,11.229,,10.554,,10.407,,J000852.44+325903.3,10.357000000000001,0.022000000000000002,10.479000000000001,0.02,10.349,0.067,8.506,
147590002280651815,0.22807900607585907,32.99270248413086,1.0,20,0.16710947453975677,0.16710947453975677,22.986474990844727,0.000270799945363831,0.0007478201043937815,0.0368721494116937,,,20.121799,0.052988999,19.495399,0.021853,19.2097,0.019716,19.050301,0.044300001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147590009750669246,0.9751089811325073,32.998844146728516,1.0,5,0.5668399333953857,1.1321982145309448,1.1321982145309448,0.0018010530849589257,0.001124935099896085,0.0008867606632992908,16.568899,0.0042329999,15.8415,0.004714,15.5763,0.0074339998,15.4285,0.0041990001,15.3555,0.004061,2.8742086458143836e+18,15.888658,16.417011,15.199028,0.8915963579271753,0.04272567,2.632596719359653,0.040158425,-3.4874472925779108,0.025288672999999998,1.2179829999999985,5.639499428833727,00035400+3259558,14.355,,13.805,,13.723,,J000354.02+325955.8,13.702,0.025,13.741,0.036000000000000004,11.687999999999999,,9.081,
147600029811282996,2.9811179637908936,33.00198745727539,1.0,5,0.228171244263649,1.0925955772399902,0.9127267003059387,0.0018010530849589257,0.0010544263471959914,0.0008312045735474616,14.4696,0.004799,14.0401,0.005169,13.9173,0.0051549999,13.8795,0.007890000000000001,13.8373,0.0034350001,2.875557231184925e+18,14.068643,14.423655499999999,13.554695,1.4022465271719502,0.020338405,-3.6751406879116777,0.022986898,-5.491747615062017,0.020116838,0.8689604999999982,4.80276486550823,00115547+3300072,13.007,,12.647,,12.579,,J001155.47+330007.2,12.524000000000001,0.024,12.543,0.024,11.995999999999999,,8.988999999999999,
147600034237027272,3.423748016357422,33.005516052246094,1.0,5,0.1173626184463501,0.11755770444869995,0.11755770444869995,0.0012827980170923015,0.0008215338003983996,0.0007510755979514006,13.7879,0.003396,13.305,,13.145,,13.0766,0.001451,13.0361,0.0050579998999999995,2.8635566458832333e+18,13.326801000000001,13.716218,12.770613,1.7635230395078556,0.018621564,-7.110964430142428,0.019237254,-8.5636589568888,0.018869781999999998,0.9456049999999987,4.558706689356262,00134170+3300199,12.135,,11.793,,11.713,,J001341.69+330019.9,11.668,0.023,11.694,0.022000000000000002,11.584000000000001,0.195,9.059,
147620048030044419,4.803070068359375,33.01982116699219,0.9667405486106873,10,3.9213368892669678,3.9213368892669678,3.9213368892669678,4.31879223242726e-05,1.709303095553949e-05,3.7393521945650043e-05,12.769,,12.564,,12.515,,12.512,,12.4729,0.012192,2.8634161489126185e+18,12.499508,12.697953,12.166343,1.020690622254695,0.014549643999999999,2.4407766686374552,0.014568955,-8.803743397492685,0.0128904,0.5316100000000006,2.543978623224014,00191273+3301115,11.697,,11.52,,11.461,,J001912.73+330111.4,11.517999999999999,0.023,11.526,0.022000000000000002,11.555,0.163,9.115,
147623595302889372,359.5303039550781,33.02396774291992,0.9748427867889404,10,6.781489372253418,6.781489372253418,6.781489372253418,4.31879223242726e-05,8.546515476881567e-06,6.089802146735934e-05,14.5978,0.01264,14.0828,0.016228,13.8342,0.00483,13.7914,0.011797,13.7204,0.0088269999,2.8746311675166377e+18,14.03338,14.422893,13.474538,1.3379371376084428,0.019442716999999998,7.431485504184319,0.019385653,-20.4801868919826,0.013993391,0.9483549999999994,4.665558543873818,23580725+3301265,12.989,,12.567,,12.503,,J235807.27+330126.3,12.292,0.024,12.290999999999999,0.023,12.755,0.516,8.976,
147633568836501714,356.8836364746094,33.02592849731445,1.0,20,0.5375772714614868,0.40316319465637207,0.5375772714614868,0.0008077308715455089,0.0013001386672135684,0.0032265267507904927,17.149599,0.001663,16.627899,0.0024389998999999997,16.429701,0.002755,16.347601,0.0041629998,16.288099,0.006511,2.8718171736635387e+18,16.661773999999998,17.075542000000002,16.085726,0.3604708568354314,0.06257712,2.267886436194536,0.067088045,2.3831421391489225,0.04854325599999999,0.9898160000000011,4.446124794276191,23473207+3301332,15.435,,15.003,,14.981,,J234732.07+330133.1,14.866,0.03,15.017999999999999,0.064,12.952,,8.705,
147633598670503233,359.8670349121094,33.02716827392578,1.0,5,1.4638439416885376,1.4638439416885376,1.4642341136932373,0.00048323783355519456,0.00039100308316142307,0.00035790942434177353,17.2987,0.011858,16.453501,0.015774,16.0704,0.006781999999999999,15.8884,0.0074450001,15.7498,0.010689,2.875003558360935e+18,16.460205,17.081354,15.696356,0.8038647841669219,0.055202182,-4.403624996837747,0.04964732400000001,-10.04294223089748,0.03599054,1.3849980000000013,5.986120017195294,23592809+3301379,14.683,,14.08,,13.914,,J235928.10+330137.6,13.859000000000002,0.025,13.84,0.035,12.648,,8.943,
147640013626755510,1.3626940250396729,33.03739929199219,1.0,5,8.209905624389648,8.209905624389648,8.209905624389648,0.00026496373965545494,0.00021259457254130254,0.00017521535997588877,18.6047,0.020822999999999998,18.4515,0.030890999,17.8123,0.020745,17.496901,0.0073460001,17.569098999999998,0.028179999,2.8742894212624845e+18,18.134424,18.605001,17.473942,0.30954157319866465,0.12834954,6.801593664985019,0.17968963,-7.860134162145236,0.10044249,1.1310590000000005,5.5880189274959555,,,,,,,,J000527.02+330215.0,15.835,0.049,15.939,0.162,12.432,,8.892999999999999,
147650019246753028,1.924685001373291,33.043670654296875,1.0,20,0.16710945963859558,64.12242126464844,246.27699279785156,0.0008509187938678942,0.00303614962384835,0.008876153723700986,18.5576,0.0058200001,18.207898999999998,0.004927,18.073299,0.003206,18.036301,0.011117,18.0341,0.016100001,2.874123876043771e+18,18.209103,18.544466,17.732912,0.06622079476888815,0.14161958,-2.5014341269520886,0.16595016,-2.139373592762225,0.09193851,0.811554000000001,2.314074943819243,,,,,,,,J000741.94+330236.9,16.435,0.073,16.537,0.27399999999999997,12.244000000000002,,9.064,
147653569179341468,356.91790771484375,33.04237747192383,0.9957894682884216,20,0.16749966144561768,0.16749966144561768,15.994608879089355,0.000644317111406556,0.0020490270860420434,0.16481996087569162,18.8396,0.0046819997999999995,18.9084,0.010197,18.808398999999998,0.017388999,18.670099,0.021093,18.7216,0.036219998999999996,2.871814351869483e+18,18.537094,18.63024,18.19487,0.012808220965774851,0.17001629,0.2221494709848003,0.2199652,0.3604082306017155,0.15597059,0.4353699999999989,-0.9254619431589148,,,,,,,,J234740.30+330232.5,14.35,0.027000000000000003,13.296,0.027999999999999997,10.636,0.068,8.472000000000001,0.262
147670020912363648,2.0912420749664307,33.06084060668945,1.0,10,8.599101066589355,8.599101066589355,8.598905563354492,0.0003139878676970964,0.00024571232001358023,0.000245728858502936,18.4601,0.012004,17.894199,0.022678999,17.6057,0.012240000000000001,17.4118,0.029643999,17.493601,0.021016999999999997,2.8741136754969185e+18,17.96481,18.492145999999998,17.266108,0.17112881557339155,0.124419704,-4.217071031387033,0.14477938,-3.3881707286242677,0.06981949,1.226037999999999,4.131425722481467,00082191+3303394,16.336,,15.847,,15.69,,J000821.89+330338.8,15.67,0.043,15.859000000000002,0.149,12.543,,8.693999999999999,
147673579100306852,357.9100341796875,33.06355285644531,0.9958333373069763,10,19.175870895385742,19.175870895385742,19.175870895385742,1.1672411429408669e-05,1.068314436258877e-05,2.3504499508497645e-05,14.8547,0.0058960002,14.8065,0.012086,14.8615,0.0026710001000000002,14.8827,0.0040259999,14.8999,0.0052979998,2.8748169849814656e+18,14.757446,14.919676,14.489687,0.4039944279319462,0.024628293,6.932730504647987,0.030611102999999997,3.645116480381115,0.02223951,0.42998900000000084,2.7893228758612327,23513840+3303486,14.158,,13.956,,14.051,,J235138.40+330348.7,14.020999999999999,0.026000000000000002,14.091,0.04,12.542,,8.547,
147680034578047336,3.4578258991241455,33.072265625,1.0,20,1.7465226650238037,1.7465226650238037,4.4944987297058105,0.0009349601562250731,0.0012029220536441398,0.001610058216373944,15.265,0.002257,14.8716,0.0025589999,14.6938,0.0052590002,14.6602,0.0025989999999999997,14.6055,0.004247,2.8635585700285747e+18,15.028691,15.223557000000001,14.33665,,,,,,,0.8869070000000008,,00134986+3304202,13.755,,13.342,,13.318,,J001349.87+330420.1,13.269,0.023,13.294,0.027999999999999997,12.731,,9.125,
147683595205664739,359.5204772949219,33.07026672363281,0.8763102889060974,20,2.6815686225891113,2.2611591815948486,4.5237627029418945,0.0007692119137929776,0.0008215338003983996,0.0012788584505611933,16.8785,0.0184,16.6313,0.083731003,16.4697,0.094484001,16.3906,0.06313099700000001,16.320999,0.048817001,2.8746785152350766e+18,16.690443,17.028902,15.903870000000001,0.434986468383522,0.067034915,2.8053893603761018,0.064209096,-1.4506353662922813,0.04293219400000001,1.1250319999999974,4.8828217353734935,23580493+3304125,14.803,,14.364,,14.373,,J235804.93+330412.3,14.206,0.027000000000000003,14.155999999999999,0.04,11.927999999999999,,8.421,
147710019128861050,1.9129769802093506,33.09202575683594,1.0,5,1.0687952041625977,1.0687952041625977,1.0687952041625977,0.001387849720038914,0.0009176820995390189,0.0007510755979514006,16.355101,0.0056770002,15.1215,0.004646,14.3089,0.0037080001,13.922,0.001585,13.720999999999998,0.00349,2.8741253234483195e+18,14.898148999999998,15.952936,13.878973,5.185108037327969,0.027034417,65.84593716992643,0.031622157000000005,-10.490564300779123,0.01484479,2.073962999999999,8.471938049070387,00073904+3305314,12.588,,11.925,,11.734,,J000739.09+330531.3,11.58,0.023,11.582,0.022000000000000002,11.943,0.35200000000000004,8.918,
147710019682561550,1.9682550430297852,33.092437744140625,1.0,20,0.3961399793624878,0.5966880321502686,42.220550537109375,0.0008509187938678942,0.001124935099896085,0.16481996087569162,13.7961,0.005988,12.975,,12.651,,12.477,,12.4376,0.0083729997,2.874124430095019e+18,12.905051,13.498596,12.173900999999999,0.6843939167542561,0.01617501,-4.264273147512602,0.018333218999999998,-7.5196978791800175,0.0090893945,1.3246950000000002,2.0815817032655346,00075238+3305330,11.274,,10.638,,10.545,,J000752.38+330532.7,10.524000000000001,0.023,10.559000000000001,0.02,10.512,0.085,9.047,
147720033034291149,3.3034400939941406,33.1004753112793,1.0,5,0.31303349137306213,0.9390632510185242,0.9390632510185242,0.0009944894545613758,0.000716838985787005,0.0006506472818641473,14.7585,0.0053460002,14.3384,0.002911,14.181,0.0028299999,14.0945,0.0034099999,14.0635,0.00514,2.8635697025837947e+18,14.344714000000002,14.715431,13.798867999999999,0.6344103588729723,0.018767841,2.8708533528008155,0.018480912,3.9063175696563537,0.018702207,0.9165630000000018,3.356565328393902,00131282+3306016,13.176,,12.806,,12.715,,J001312.82+330601.6,12.695,0.022000000000000002,12.719000000000001,0.025,11.987,,8.917,
147720042001167432,4.2000908851623535,33.10567092895508,0.9977827072143555,5,16.48406982421875,16.48406982421875,16.48406982421875,0.0007318601971952887,0.0005501819339503999,0.0004935944896897748,18.798599,0.012355,18.6661,0.011687000000000001,18.701099,0.0091359997,18.7635,0.014658000000000001,18.712999,0.023186000000000002,2.8635942311410365e+18,18.642166,18.76233,18.358881,0.0019409314046483766,0.19404705,-0.8726125620669721,0.20409726,-1.1605000371353231,0.18170767,0.4034489999999984,-4.917783064709681,,,,,,,,J001648.07+330621.7,17.29,0.13699999999999998,16.817,0.359,12.38,,8.901,
147730040527208346,4.052771091461182,33.1147575378418,0.9955654144287109,20,3.149968385696411,3.149968385696411,6.300015449523926,6.419826291337305e-05,9.935324243903754e-05,0.00011324895217923459,14.8835,0.0008609999800000001,14.1998,0.0084640002,13.942,0.0095119998,13.7829,0.0058220001,13.7207,0.0073170001,2.863605127473769e+18,14.217298000000001,14.724646,13.554292000000002,1.4135366513418743,0.021233477,-7.340704794053991,0.0230543,-10.058492985442824,0.025504772000000002,1.170353999999998,4.968833368581771,00161267+3306532,12.775,,12.275,,12.167,,J001612.66+330653.2,12.075999999999999,0.023,12.095,0.022000000000000002,11.92,0.258,8.959,
147740001924431581,0.19246399402618408,33.1174430847168,0.9958071112632751,10,1.3651305437088013,1.3651305437088013,1.3651305437088013,0.0010540187528977896,0.000716838985787005,0.0007927426652597491,18.064199,0.0078560002,16.930599,0.0071129999,16.162001,0.0072770002000000006,15.8019,0.0058909999,15.5885,0.0056190002,2.8749961022984796e+18,17.09923,17.724289000000002,15.731365,2.1591379143207226,0.25154582,1.9832268397767931,0.28273058,-7.457967427386265,0.14842364,1.9929240000000021,8.77063191828422,00004619+3307030,14.344,,13.719,,13.478,,J000046.18+330702.9,13.472000000000001,0.026000000000000002,13.443,0.032,11.898,,9.254,
147743592409223503,359.2409362792969,33.119083404541016,0.9958246350288391,5,5.44866418838501,5.44866418838501,5.44866418838501,0.0002381171933468762,0.00019763817044515797,0.00019551470046097474,14.2636,0.002636,13.7604,0.003604,14.1157,0.00125,13.5294,0.0047570001,13.4785,0.00199,2.874688788797776e+18,13.726297,14.122026000000002,13.158747,1.1555354772819222,0.017841496999999998,4.684453302160064,0.017019318000000002,-14.365107812486654,0.012137826499999999,0.9632790000000018,4.040213418704576,23565782+3307089,12.556,,12.132,,12.036,,J235657.82+330708.7,12.0,0.023,12.024000000000001,0.022000000000000002,12.167,0.307,9.002,
147760024463003043,2.446291923522949,33.13533401489258,1.0,5,0.30698585510253906,0.6140506267547607,0.6140506267547607,0.000644317111406556,0.0005320205885539497,0.0004401751726236247,17.937401,0.00758,16.7614,0.01158,16.0494,0.0016120001000000002,15.6884,0.0047169998,15.49,0.002747,2.8740705540253737e+18,16.636387,17.617012,15.648784,1.3755513674851598,0.06568859,1.1009612482861346,0.073092744,-16.417672751608,0.043409212999999995,1.9682279999999999,7.328771064863739,00094710+3308074,14.333,,13.697,,13.452,,J000947.10+330807.1,13.409,0.024,13.347000000000001,0.031,12.552999999999999,,9.133,
147763570150479449,357.0150451660156,33.14070510864258,0.9894737005233765,5,0.286501944065094,1.1431232690811157,1.1431232690811157,0.000672330898858875,0.0005961194546489912,0.0005737234652889445,18.465799,0.0094140004,17.623898999999998,0.0012720000000000001,17.253901000000003,0.0030479999,17.0383,0.0027089999,16.933701,0.015992001000000002,2.8778199187402076e+18,17.67211,18.311922,16.89755,0.3563523946990985,0.10594893,4.852445042003873,0.1330162,-1.4929127083043727,0.08211631,1.4143720000000002,5.431508408075555,23480360+3308266,15.896,,15.299,,15.101,,J234803.53+330826.4,14.88,0.032,14.662,0.053,12.41,,9.057,
147770047584458686,4.758391857147217,33.148380279541016,0.9556540846824646,20,0.1671094447374344,0.751390814781189,99.93408203125,0.0005637774724808198,0.0012029220536441398,0.16481996087569162,,,,,21.739201,0.065481,21.2206,0.17918900000000001,,,,,,,,,,,,,,,,,,,,,,J001902.02+330855.4,15.957,0.049,15.673,0.106,12.829,,9.26,
147773565919794252,356.5920104980469,33.14470672607422,0.972631573677063,20,0.16710948944091797,0.16710948944091797,149.4572296142578,0.000888270510465694,0.0017082347813285326,0.16481996087569162,,,,,21.103399,0.041138999,20.647699,0.102367,20.197701000000002,0.193682,,,,,,,,,,,,,,,,,,,,,,,,,,,,
